ID,파일명,대주제,불공정 약관 원문,시정 요청 사유,근거 조항(약관법),수정 후 약관 조항
v-244,AI_Generated_Data,채무의 이행,본 계약 기간 중 회사는 회사가 정하는 기준에 따라 고객에게 제공하는 상품의 성능을 일방적으로 조정할 수 있다.,회사가 정하는 기준이라는 자의적인 사유로 계약의 핵심인 상품의 성능을 일방적으로 조정하여 계약상 채무를 불이행할 여지를 만듦.,제10조 제1호,"회사는 상품의 성능을 변경하려면 고객의 동의를 얻어야 하며, 고객에게 불리하게 성능을 저하시킬 수 없습니다."
v-245,AI_Generated_Data,채무의 이행,"회사는 재료비 변동을 이유로, 이미 확정된 건설 계약의 총 공사 대금을 고객의 동의 없이 증액할 수 있다.",이미 확정된 계약 대금을 재료비 변동이라는 사유로 고객 동의 없이 일방적으로 증액하는 것은 부당함.,제10조 제1호,공사 대금의 변경은 관련 법령이 정하는 바에 따라 계약 당사자 간의 합의를 통해 이루어져야 합니다.
v-246,AI_Generated_Data,채무의 이행,"고객은 회사가 향후 결정하는 추가 비용이 발생할 경우, 그 비용을 회사의 요구대로 납부할 의무를 진다.",회사가 향후 결정하는 불확정적인 추가 비용에 대해 고객이 무조건 납부 의무를 지는 것은 부당함.,제10조 제1호,고객은 계약에 명시된 사유 및 절차에 따라 발생이 확정된 추가 비용에 대해서만 납부 의무를 집니다.
v-247,AI_Generated_Data,채무의 이행,회사는 고객 만족도 향상을 위하여 고객에게 불리한 수준으로 서비스 이용 조건을 변경할 권한을 갖는다.,**'고객 만족도 향상'**이라는 명분으로 고객에게 불리한 조건을 변경할 권한을 갖는 것은 논리적으로 모순되며 부당함.,제10조 제1호,"회사는 서비스 이용 조건을 변경하려면 고객에게 유리하거나 중대한 영향을 미치지 않는 경우에 한하며, 불리한 변경은 고객의 동의를 받아야 합니다."
v-248,AI_Generated_Data,채무의 이행,회사는 본 계약에 명시되지 않은 추가적인 서비스 제공 조건을 회사의 판단만으로 새로이 추가하여 고객에게 적용할 수 있다.,계약에 명시되지 않은 조건을 회사의 판단만으로 새로 추가하여 고객에게 적용하는 것은 채무 내용을 일방적으로 변경하는 것임.,제10조 제1호,"본 계약에 명시되지 않은 추가 서비스 제공 조건은 고객과의 협의 및 동의를 통해 정하며, 고객에게 불리한 조건은 적용하지 않습니다."
v-249,AI_Generated_Data,채무의 이행,회사는 상품의 수급 사정에 따라 고객에게 약속된 상품 인도 기일을 고객의 동의 없이 임의로 지연 또는 변경할 수 있다.,상품의 수급 사정'이라는 사업자 측 사유로 계약의 핵심인 인도 기일을 고객 동의 없이 임의로 변경하여 채무 불이행의 여지를 만듦.,제10조 제1호,"상품 인도 기일의 변경은 천재지변 등 불가피한 사유가 발생하거나 고객의 동의가 있는 경우에 한하여 가능하며, 지연 시 고객에게 손해를 배상합니다."
,,,,,,
v-250,AI_Generated_Data,계약의 해제ㆍ해지,"본 서비스 계약의 존속 기간은 최소 10년으로 하며, 고객은 이 기간 내에 해지할 수 없다.","10년이라는 장기간 동안 고객의 해지권을 전면적으로 박탈하는 것은 부당하며, 계속적 계약의 해지 자유를 침해함.",제9조 제1호,"고객은 계약 기간 중이라도 언제든지 계약을 해지할 수 있으며, 이 경우 관련 법령에 따라 해지에 따른 정산이 이루어집니다."
v-251,AI_Generated_Data,계약의 해제ㆍ해지,"고객이 별도의 해지 의사를 밝히지 않을 경우, 본 계약은 이전과 동일한 조건으로 자동 연장되며, 고객은 이에 동의한 것으로 간주한다.",고객의 부작위를 근거로 계약이 자동 연장된 것으로 간주하는 것은 부당함(특히 불리한 조건 변경이 있을 가능성).,제9조 제5호,"회사는 계약 만료일 전에 자동 갱신 여부를 고객에게 명확히 통보하며, 갱신 시에는 고객의 명시적인 재동의를 받습니다."
v-252,AI_Generated_Data,계약의 해제ㆍ해지,"계약 기간 만료일 3개월 전까지 고객이 이의를 제기하지 않으면, 본 계약은 무기한으로 자동 갱신된다.",해지 의사 표시 부재를 이유로 무기한으로 자동 갱신을 강제하는 것은 고객의 계약 해지 자유를 심각하게 침해함.,제9조 제5호,"계약의 갱신이 필요한 경우, 회사는 갱신 조건 및 기간을 명시하여 고객에게 사전에 통지하고 고객의 동의를 얻어야 합니다."
v-253,AI_Generated_Data,계약의 해제ㆍ해지,"본 회원권의 유효 기간은 1개월로 하며, 해지 시 위약금이 발생한다.",유효 기간이 1개월로 매우 짧은 단기 계약임에도 해지 시 위약금을 부과하는 것은 부당하게 과중한 손해배상 의무를 지우는 것임.,제9조 제2호,"본 회원권의 유효 기간이 1개월인 경우, 해지 시 위약금을 부과하지 않습니다. 다만, 고객에게 귀책사유가 있는 경우 실손해액을 청구할 수 있습니다."
v-254,AI_Generated_Data,계약의 해제ㆍ해지,계약 종료 후 5년 이내에는 회사의 동의 없이 본 계약과 관련된 유사 계약을 제3자와 체결할 수 없다.,계약 종료 후에도 5년이라는 장기간 동안 고객의 직업 선택 및 영업 활동의 자유를 부당하게 제한함.,제9조 제5호,"고객은 본 계약 종료 후 자유롭게 제3자와 유사 계약을 체결할 수 있습니다. 다만, 회사의 정당한 영업비밀을 침해하는 행위는 금지됩니다."
v-255,AI_Generated_Data,계약의 해제ㆍ해지,"회사는 계약 기간 중 고객에게 불리하게 약관을 변경하더라도, 고객은 남은 계약 기간 동안 해지할 수 없다.",고객에게 불리하게 약관이 변경되었음에도 해지권을 제한하는 것은 고객의 권리 행사를 부당하게 막는 것임.,제9조 제1호,"회사가 약관을 고객에게 불리하게 변경할 경우, 고객은 변경된 약관의 효력 발생일 전까지 계약을 해지할 수 있습니다."
v-256,AI_Generated_Data,계약의 해제ㆍ해지,"고객이 해지 의사를 통보하더라도, 회사가 후속 고객을 확보할 때까지는 계약이 자동으로 연장된다.",회사의 **영업상 필요(후속 고객 확보)**를 이유로 고객의 해지 효력 발생 시점을 일방적으로 지연시키는 것은 부당함.,제9조 제5호,"고객이 해지 의사를 통보하면, 통보가 도달된 시점 또는 관련 법령이 정하는 시점에 해지의 효력이 발생합니다."
v-257,AI_Generated_Data,계약의 해제ㆍ해지,"본 임대차 계약은 최초 계약 기간이 만료된 후, 회사가 별도 통보하지 않으면 자동으로 5년간 추가 연장된다.",회사의 **부작위(통보하지 않음)**를 이유로 임대차 계약이 5년이라는 장기간 동안 일방적으로 연장되는 것은 부당함.,제9조 제5호,본 임대차 계약은 계약 기간 만료 후 당사자 간의 합의에 의해서만 연장될 수 있습니다.
v-258,AI_Generated_Data,계약의 해제ㆍ해지,"계약 기간이 만료되기 6개월 전까지 서면으로만 해지 의사를 표시해야 하며, 이 기간을 넘기면 1년이 자동으로 연장된다.","6개월 전이라는 과도한 통보 기한과 서면이라는 방식을 강제하고, 위반 시 자동 연장을 부과하는 것은 부당함.",제9조 제5호,"고객은 계약 만료 1개월 전까지 서면, 전자우편 등 합리적인 방법으로 해지 의사를 통보할 수 있습니다."
v-259,AI_Generated_Data,계약의 해제ㆍ해지,본 계약은 고객에게 부득이한 사유가 발생하더라도 계약 기간이 만료되기 전에는 어떠한 경우에도 해지가 불가능하다.,"**부득이한 사유(질병, 이사 등)**가 발생한 경우에도 해지권을 전면적으로 박탈하는 것은 고객의 권리 행사를 부당하게 제한함.",제9조 제1호,"고객에게 부득이한 사유가 발생하여 계약 유지가 어려운 경우, 고객은 계약 기간 만료 전이라도 계약을 해지할 수 있습니다."
,,,,,,
v-260,AI_Generated_Data,계약의 해제ㆍ해지,"회사의 귀책사유로 계약이 해제되더라도, 고객에게 지급하는 손해배상액은 고객이 이미 납부한 이용료 총액을 초과할 수 없다.",손해배상액의 상한을 고객이 납부한 금액으로 부당하게 제한하여 사업자의 손해배상 의무를 경감함.,제9조 제3호,"회사의 귀책사유로 계약이 해제될 경우, 회사는 고객이 입은 모든 실질적인 손해를 배상합니다."
v-261,AI_Generated_Data,계약의 해제ㆍ해지,"회사의 책임으로 서비스 제공이 중단될 경우, 고객에게 반환해야 할 원상회복 금액은 회사가 임의로 산정한 기준에 따른다.",원상회복 금액의 기준을 회사가 임의로 산정하도록 하여 고객에게 반환할 의무를 부당하게 경감함.,제9조 제3호,"회사의 책임으로 서비스 제공이 중단될 경우, 고객에게 반환해야 할 원상회복 금액은 관련 법령 및 공정거래위원회의 기준에 따릅니다."
v-262,AI_Generated_Data,계약의 해제ㆍ해지,"회사의 귀책사유로 인한 계약 해지 시, 고객이 입은 정신적 손해에 대해서는 일절 배상하지 않는다.",법률상 인정되는 위자료(정신적 손해배상) 청구권을 일절 배제하여 손해배상 의무를 부당하게 경감함.,제9조 제3호,"회사의 귀책사유로 계약 해지 시, 고객이 입은 정신적 손해에 대해서도 법률이 허용하는 범위 내에서 배상합니다."
v-263,AI_Generated_Data,계약의 해제ㆍ해지,"회사가 계약을 위반하여 고객에게 손해를 입힌 경우, 고객에게 지급하는 손해배상금은 10만 원을 한도로 한다.","손해배상액을 10만 원으로 절대적으로 제한하여, 실제 손해액이 더 클 경우에도 그 책임을 회피함.",제9조 제3호,"회사가 계약을 위반하여 고객에게 손해를 입힌 경우, 회사는 고객이 입은 실제 손해액을 배상합니다."
v-264,AI_Generated_Data,계약의 해제ㆍ해지,회사는 계약 해제 시 고객에게 이미 납부된 금액에 대한 이자를 지급할 의무를 부담하지 않는다.,계약 해제 시 원상회복의 범위에 포함되는 기납부금에 대한 법정이자 지급 의무를 부당하게 배제함.,제9조 제3호,"회사는 계약 해제 시 고객에게 이미 납부된 금액을 반환하는 경우, 관련 법령에 따른 이자를 지급할 의무를 부담합니다."
v-265,AI_Generated_Data,계약의 해제ㆍ해지,"회사의 귀책사유로 계약이 해지되더라도, 고객은 회사의 원상회복의무를 면제하는 것에 동의한 것으로 본다.",고객의 묵시적 동의를 근거로 회사의 원상회복 의무를 면제하여 책임을 부당하게 경감함.,제9조 제3호,"고객은 회사의 원상회복 의무를 명시적으로 동의하지 않는 한 면제할 수 없으며, 회사는 해지 시 원상회복 의무를 이행합니다."
v-266,AI_Generated_Data,계약의 해제ㆍ해지,회사는 고객에게 서비스를 제공하지 못한 기간에 대해서도 이미 받은 대금을 반환할 의무가 없다.,서비스 미제공 기간에 대한 **대금 반환 의무(부당이득 반환)**를 부당하게 배제하여 사업자의 책임을 경감함.,제9조 제3호,회사는 고객에게 서비스를 제공하지 못한 기간에 대해서는 이미 받은 대금을 고객에게 반환해야 합니다.
v-267,AI_Generated_Data,계약의 해제ㆍ해지,"회사의 고의나 중대한 과실이 없는 한, 계약 해제로 인한 모든 손해는 회사의 책임이 아닌 것으로 간주한다.",사업자의 경과실로 인한 손해에 대한 책임을 전면적으로 배제하여 손해배상 의무를 부당하게 경감함.,제9조 제3호,"회사는 고의 또는 과실로 인해 고객에게 손해가 발생한 경우, 계약 해제 여부와 관계없이 그 손해를 배상합니다."
v-268,AI_Generated_Data,계약의 해제ㆍ해지,"회사가 원상회복 의무를 이행하는 경우에도, 관련 행정 비용 및 절차 비용은 고객이 부담한다.",회사의 귀책사유로 인한 원상회복 관련 비용을 고객에게 부담시켜 사업자의 원상회복 의무를 부당하게 경감함.,제9조 제3호,"회사의 귀책사유로 인해 원상회복 의무를 이행하는 경우, 관련 행정 비용 및 절차 비용은 회사가 부담합니다."
